2021-02-03 15:50:41	428	2	16	86	107	15.3	70.6	0.0000000	0.0000000
2021-02-03 15:50:43	418	1	10	86	107	15.4	70.4	0.0000000	0.0000000
2021-02-03 15:50:45	419	1	11	86	107	15.4	70.3	0.0000000	0.0000000
2021-02-03 15:50:47	421	1	12	86	107	15.4	70.0	0.0000000	0.0000000
2021-02-03 15:50:49	423	1	13	86	107	15.4	69.5	0.0000000	0.0000000
2021-02-03 15:50:51	425	2	14	87	108	15.5	69.1	0.0000000	0.0000000
2021-02-03 15:50:53	427	2	15	89	110	15.5	68.7	0.0000000	0.0000000
2021-02-03 15:50:55	428	2	16	92	114	15.5	68.4	0.0000000	0.0000000
2021-02-03 15:50:57	430	2	17	94	117	15.6	68.4	0.0000000	0.0000000
2021-02-03 15:50:59	418	1	10	97	120	15.6	68.6	0.0000000	0.0000000
2021-02-03 15:51:01	419	1	11	99	123	15.6	68.6	0.0000000	0.0000000
2021-02-03 15:51:03	421	1	12	100	124	15.6	68.5	0.0000000	0.0000000
2021-02-03 15:51:05	423	1	13	100	124	15.6	68.3	0.0000000	0.0000000
2021-02-03 15:51:07	425	2	14	100	124	15.7	68.1	0.0000000	0.0000000
2021-02-03 15:51:09	427	2	15	99	123	15.7	67.9	0.0000000	0.0000000
2021-02-03 15:51:11	428	2	16	99	123	15.7	67.7	0.0000000	0.0000000
2021-02-03 15:51:13	418	1	10	98	122	15.7	67.8	0.0000000	0.0000000
2021-02-03 15:51:15	419	1	11	97	120	15.7	67.9	0.0000000	0.0000000
2021-02-03 15:51:17	421	1	12	97	120	15.7	68.1	0.0000000	0.0000000
2021-02-03 15:51:19	423	1	13	97	120	15.7	68.2	0.0000000	0.0000000
2021-02-03 15:51:21	425	2	14	97	120	15.8	68.3	0.0000000	0.0000000
2021-02-03 15:51:23	427	2	15	97	120	15.8	68.2	0.0000000	0.0000000
2021-02-03 15:51:25	428	2	16	98	122	15.8	68.1	0.0000000	0.0000000
2021-02-03 15:51:27	430	2	17	98	122	15.9	67.9	0.0000000	0.0000000
2021-02-03 15:51:29	418	1	10	98	122	15.9	67.7	0.0000000	0.0000000
2021-02-03 15:51:31	419	1	11	98	122	15.9	67.7	29.3219558	106.2580582
2021-02-03 15:51:33	421	1	12	99	123	15.9	67.6	29.3217883	106.2579588
2021-02-03 15:51:35	423	1	13	100	124	15.9	67.5	29.3216075	106.2578973
2021-02-03 15:51:37	425	2	14	100	124	16.0	67.5	29.3214387	106.2578518
2021-02-03 15:51:39	427	2	15	101	125	16.0	67.2	29.3212683	106.2578157
2021-02-03 15:51:41	428	2	16	102	126	16.0	66.7	29.3211007	106.2577885
2021-02-03 15:51:43	418	1	10	103	128	16.1	66.4	29.3209235	106.2577760
2021-02-03 15:51:45	419	1	11	103	128	16.1	66.2	29.3207557	106.2577725
2021-02-03 15:51:47	421	1	12	104	129	16.1	65.9	29.3205860	106.2577780
2021-02-03 15:51:49	423	1	13	104	129	16.1	65.6	29.3203983	106.2577827
2021-02-03 15:51:51	425	2	14	104	129	16.1	65.5	29.3201923	106.2578025
2021-02-03 15:51:53	427	2	15	104	129	16.2	65.2	29.3199875	106.2578290
2021-02-03 15:51:55	428	2	16	104	129	16.2	64.9	29.3197935	106.2578587
2021-02-03 15:51:57	430	2	17	103	128	16.2	64.6	29.3196083	106.2578942
2021-02-03 15:51:59	418	1	10	103	128	16.2	64.3	29.3194213	106.2579385
2021-02-03 15:52:01	419	1	11	103	128	16.2	64.2	29.3192315	106.2579878
2021-02-03 15:52:03	421	1	12	103	128	16.3	64.1	29.3190373	106.2580392
2021-02-03 15:52:05	423	1	13	103	128	16.3	64.0	29.3188390	106.2580907
2021-02-03 15:52:07	425	2	14	104	129	16.3	63.9	29.3186525	106.2581372
2021-02-03 15:52:09	427	2	15	104	129	16.3	63.9	29.3184817	106.2581825
2021-02-03 15:52:11	428	2	16	105	130	16.3	63.7	29.3183303	106.2582277
2021-02-03 15:52:13	418	1	10	105	130	16.4	63.5	29.3182083	106.2582393
2021-02-03 15:52:15	419	1	11	106	131	16.4	63.4	29.3181058	106.2582070
2021-02-03 15:52:17	421	1	12	107	133	16.4	63.3	29.3180153	106.2581302
2021-02-03 15:52:19	423	1	13	109	135	16.4	63.5	29.3179738	106.2580325
2021-02-03 15:52:21	425	2	14	110	136	16.4	63.7	29.3179398	106.2579187
2021-02-03 15:52:23	427	2	15	111	138	16.4	63.9	29.3179043	106.2577838
2021-02-03 15:52:25	428	2	16	111	138	16.4	64.0	29.3178718	106.2576478
2021-02-03 15:52:27	430	2	17	112	139	16.4	64.2	29.3178382	106.2575102
2021-02-03 15:52:29	418	1	10	113	140	16.5	64.4	29.3178025	106.2573688
2021-02-03 15:52:31	419	1	11	113	140	16.5	64.4	29.3177610	106.2572203
2021-02-03 15:52:33	421	1	12	112	139	16.5	64.2	29.3177133	106.2570663
2021-02-03 15:52:35	423	1	13	111	138	16.5	63.8	29.3176645	106.2568990
2021-02-03 15:52:37	425	2	14	110	136	16.6	63.4	29.3176143	106.2567150
2021-02-03 15:52:39	427	2	15	108	134	16.6	63.0	29.3175628	106.2565168
2021-02-03 15:52:41	428	2	16	106	131	16.6	63.0	29.3175170	106.2562995
2021-02-03 15:52:43	418	1	10	105	130	16.6	62.9	29.3174723	106.2560732
2021-02-03 15:52:45	419	1	11	105	130	16.6	62.7	29.3174185	106.2558540
2021-02-03 15:52:47	421	1	12	104	129	16.6	62.4	29.3173747	106.2556417
2021-02-03 15:52:49	423	1	13	104	129	16.7	62.1	29.3173363	106.2554508
2021-02-03 15:52:51	425	2	14	105	130	16.7	62.1	29.3172990	106.2552707
2021-02-03 15:52:53	427	2	15	105	130	16.7	62.0	29.3172587	106.2550963
2021-02-03 15:52:55	428	2	16	106	131	16.7	62.0	29.3172093	106.2549268
2021-02-03 15:52:57	419	1	11	107	133	16.8	61.9	29.3171677	106.2547643
2021-02-03 15:52:59	421	1	12	107	133	16.8	62.0	29.3171340	106.2545938
2021-02-03 15:53:01	423	1	13	108	134	16.8	61.9	29.3171043	106.2544098
2021-02-03 15:53:03	425	2	14	108	134	16.8	61.8	29.3170738	106.2542140
2021-02-03 15:53:05	427	2	15	107	133	16.9	61.6	29.3170413	106.2540097
2021-02-03 15:53:07	428	2	16	107	133	16.9	61.5	29.3170063	106.2538120
2021-02-03 15:53:09	430	2	17	107	133	16.9	61.3	29.3169697	106.2536588
2021-02-03 15:53:11	418	1	10	106	131	16.9	61.0	29.3169148	106.2535413
2021-02-03 15:53:13	419	1	11	106	131	16.9	60.8	29.3168452	106.2534598
2021-02-03 15:53:15	421	1	12	106	131	17.0	60.9	29.3167643	106.2534405
2021-02-03 15:53:17	423	1	13	106	131	17.0	61.1	29.3166813	106.2534842
2021-02-03 15:53:19	425	2	14	107	133	17.0	61.1	29.3165607	106.2535253
2021-02-03 15:53:21	427	2	15	108	134	17.0	61.3	29.3164113	106.2535835
2021-02-03 15:53:23	428	2	16	110	136	17.0	61.2	29.3162335	106.2536415
2021-02-03 15:53:25	418	1	10	111	138	17.0	61.1	29.3160327	106.2536993
2021-02-03 15:53:27	419	1	11	113	140	17.0	61.0	29.3158205	106.2537552
2021-02-03 15:53:29	421	1	12	114	141	17.0	61.0	29.3156048	106.2538248
2021-02-03 15:53:31	423	1	13	115	143	17.0	61.2	29.3153848	106.2539068
2021-02-03 15:53:33	425	2	14	116	144	17.0	61.2	29.3151628	106.2539893
2021-02-03 15:53:35	427	2	15	117	145	17.0	61.1	29.3149450	106.2540695
2021-02-03 15:53:37	428	2	16	117	145	17.0	61.1	29.3147257	106.2541460
2021-02-03 15:53:39	430	2	17	117	145	17.0	61.0	29.3145097	106.2542168
2021-02-03 15:53:41	418	1	10	116	144	17.0	60.7	29.3142950	106.2543000
2021-02-03 15:53:43	419	1	11	115	143	17.1	60.3	29.3140850	106.2543900
2021-02-03 15:53:45	421	1	12	114	141	17.1	60.0	29.3138765	106.2544725
2021-02-03 15:53:47	423	1	13	113	140	17.1	59.8	29.3136652	106.2545565
2021-02-03 15:53:49	425	2	14	113	140	17.1	59.8	29.3134538	106.2546378
2021-02-03 15:53:51	427	2	15	112	139	17.1	60.1	29.3132388	106.2547285
2021-02-03 15:53:53	428	2	16	112	139	17.1	60.1	29.3130228	106.2548175
2021-02-03 15:53:55	418	1	10	113	140	17.2	60.0	29.3128045	106.2549185
2021-02-03 15:53:57	419	1	11	114	141	17.2	59.8	29.3125797	106.2549968
2021-02-03 15:53:59	421	1	12	115	143	17.2	59.5	29.3123510	106.2550787
2021-02-03 15:54:01	423	1	13	118	146	17.3	59.3	29.3121330	106.2551510
2021-02-03 15:54:03	425	2	14	120	149	17.3	59.3	29.3119287	106.2552042
2021-02-03 15:54:05	427	2	15	122	151	17.3	59.1	29.3117378	106.2552462
2021-02-03 15:54:07	428	2	16	124	154	17.3	59.0	29.3115348	106.2553042
2021-02-03 15:54:09	430	2	17	126	156	17.3	59.2	29.3113363	106.2553682
2021-02-03 15:54:11	418	1	10	127	158	17.3	59.4	29.3111293	106.2554378
2021-02-03 15:54:13	419	1	11	128	159	17.3	59.3	29.3109233	106.2555003
2021-02-03 15:54:15	421	1	12	128	159	17.3	59.2	29.3107028	106.2555738
2021-02-03 15:54:17	423	1	13	127	158	17.3	59.1	29.3104725	106.2556497
2021-02-03 15:54:19	425	2	14	127	158	17.3	59.2	29.3102378	106.2557255
2021-02-03 15:54:21	427	2	15	126	156	17.4	59.2	29.3100055	106.2557970
2021-02-03 15:54:23	428	2	16	126	156	17.4	59.2	29.3097955	106.2558708
2021-02-03 15:54:25	418	1	10	125	155	17.4	59.1	29.3096080	106.2559375
2021-02-03 15:54:27	419	1	11	125	155	17.4	59.0	29.3094477	106.2559898
2021-02-03 15:54:29	421	1	12	125	155	17.4	58.9	29.3093518	106.2560220
2021-02-03 15:54:31	423	1	13	126	156	17.5	58.7	29.3093045	106.2560407
2021-02-03 15:54:33	425	2	14	126	156	17.5	58.6	29.3092725	106.2560533
2021-02-03 15:54:35	427	2	15	126	156	17.5	58.6	29.3092602	106.2560572
2021-02-03 15:54:37	428	2	16	126	156	17.5	58.7	29.3092623	106.2560593
